Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,18688.699219,20234.199219,18308.300781,19259.400391,19259.400391,197145699
2000-01-05,19021.599609,19592.199219,18070.5,18664.900391,18664.900391,186396333
2000-01-06,18807.599609,19497.099609,16406.099609,17119.400391,17119.400391,184079807
2000-01-07,18546.0,18878.900391,17618.699219,18070.5,18070.5,256406581
2000-01-10,18783.800781,19211.800781,18546.0,18926.5,18926.5,988218404
2000-01-11,18926.5,19021.599609,17642.5,17785.199219,17785.199219,405010694
2000-01-12,17571.199219,17571.199219,16643.900391,16643.900391,16643.900391,310301665
2000-01-13,16406.099609,16857.900391,15455.0,15455.0,15455.0,373023562
2000-01-14,15930.599609,16025.700195,15264.799805,15692.799805,15692.799805,265682779
2000-01-17,15692.799805,16120.799805,15217.299805,15407.5,15407.5,338293231
2000-01-18,15407.5,15597.700195,14361.299805,14836.799805,14836.799805,349263504
2000-01-19,14504.0,14504.0,13862.0,14123.5,14123.5,413611764
2000-01-20,13885.799805,15169.700195,13885.799805,14931.900391,14931.900391,348723906
2000-01-21,14504.0,14741.700195,13980.900391,14266.200195,14266.200195,268486225
2000-01-24,14147.299805,14718.0,14028.400391,14456.400391,14456.400391,159872994
2000-01-25,14504.0,14504.0,13838.200195,14028.400391,14028.400391,152303488
2000-01-26,14242.400391,14504.0,14028.400391,14123.5,14123.5,129366600
2000-01-27,14171.099609,14979.5,14171.099609,14741.700195,14741.700195,179291142
2000-01-28,15217.299805,15359.900391,14313.700195,14836.799805,14836.799805,225990612
2000-01-31,14622.799805,15692.799805,14266.200195,15193.5,15193.5,315062676
2000-02-01,15692.799805,15930.599609,14931.900391,14979.5,14979.5,612915853
2000-02-02,15217.299805,15288.599609,14741.700195,15074.599609,15074.599609,213793101
2000-02-03,15312.400391,15312.400391,14860.599609,14931.900391,14931.900391,187889584
2000-02-04,14931.900391,14931.900391,14931.900391,14931.900391,14931.900391,0
2000-02-07,14599.099609,14931.900391,14504.0,14599.099609,14599.099609,196440395
2000-02-08,14599.099609,14741.700195,14313.700195,14361.299805,14361.299805,142909319
2000-02-09,14575.299805,14575.299805,14171.099609,14242.400391,14242.400391,197411713
2000-02-10,14504.0,14504.0,13267.599609,13291.299805,13291.299805,526501610
2000-02-11,13338.900391,13362.700195,12459.099609,12768.200195,12768.200195,411413209
2000-02-14,12197.599609,13077.299805,12126.299805,12792.0,12792.0,261993392
2000-02-15,12792.0,14194.900391,12792.0,13980.900391,13980.900391,270110065
2000-02-16,13980.900391,14123.5,12173.799805,13695.5,13695.5,217633054
2000-02-17,13648.0,14123.5,12839.599609,12863.299805,12863.299805,189285051
2000-02-18,13077.299805,13243.799805,12197.599609,12197.599609,12197.599609,235939414
2000-02-21,11936.0,12530.5,11508.099609,11817.200195,11817.200195,192818826
2000-02-22,11650.700195,12268.900391,11508.099609,11840.900391,11840.900391,149788661
2000-02-23,11674.5,13529.099609,11650.700195,13077.299805,13077.299805,354767461
2000-02-24,12601.799805,12839.599609,11888.5,11888.5,11888.5,171666437
2000-02-25,11650.700195,12268.900391,11270.299805,11769.599609,11769.599609,200935499
2000-02-28,11413.0,11745.799805,11246.5,11270.299805,11270.299805,151648443
2000-02-29,11650.700195,11793.400391,10961.200195,11222.700195,11222.700195,170318600
2000-03-01,11222.700195,11222.700195,11222.700195,11222.700195,11222.700195,0
2000-03-02,11175.200195,11888.5,10509.400391,11222.700195,11222.700195,430023223
2000-03-03,11365.400391,11626.900391,10723.400391,10723.400391,10723.400391,248284966
2000-03-06,10842.299805,10842.299805,10533.200195,10794.799805,10794.799805,202606968
2000-03-07,10794.799805,10937.400391,10604.5,10747.200195,10747.200195,252586711
2000-03-08,10794.799805,11650.700195,10699.599609,11008.700195,11008.700195,369976708
2000-03-09,10937.400391,11199.0,9605.900391,9605.900391,9605.900391,662368615
2000-03-10,10200.299805,10343.0,10010.099609,10271.700195,10271.700195,509033562
2000-03-13,10271.700195,10366.799805,9772.339844,9796.120117,9796.120117,243669473
2000-03-14,9701.009766,9867.450195,9605.900391,9677.230469,9677.230469,185460134
2000-03-15,9534.570313,10580.799805,9368.129883,10200.299805,10200.299805,621210744
2000-03-16,10747.200195,11722.099609,10699.599609,11127.599609,11127.599609,787513801
2000-03-17,11127.599609,11508.099609,10675.900391,10771.0,10771.0,454792240
2000-03-20,10747.200195,11151.400391,10319.200195,10319.200195,10319.200195,198689209
2000-03-21,10343.0,10557.0,10081.400391,10366.799805,10366.799805,234142403
2000-03-22,10461.900391,10557.0,10247.900391,10319.200195,10319.200195,241383124
2000-03-23,10295.400391,10461.900391,9748.55957,9867.450195,9867.450195,432548039
2000-03-24,10224.099609,10224.099609,9891.219727,9962.55957,9962.55957,179790575
2000-03-27,9748.55957,9986.330078,9415.69043,9558.349609,9558.349609,217861426
2000-03-28,9558.349609,9962.55957,9558.349609,9962.55957,9962.55957,201392243
2000-03-29,9796.120117,9867.450195,9605.900391,9653.459961,9653.459961,162621134
2000-03-30,9534.570313,9796.120117,9273.019531,9629.679688,9629.679688,221716415
2000-03-31,9510.790039,9748.55957,9463.240234,9534.570313,9534.570313,145133003
2000-04-03,9891.219727,9891.219727,9510.790039,9534.570313,9534.570313,171377817
2000-04-04,9653.459961,10176.5,9629.679688,10129.0,10129.0,255154215
2000-04-05,10129.0,10129.0,10129.0,10129.0,10129.0,0
2000-04-06,10033.900391,10033.900391,9653.459961,9819.889648,9819.889648,93406404
2000-04-07,9677.230469,9986.330078,9605.900391,9629.679688,9629.679688,95489511
2000-04-10,9796.120117,9796.120117,9368.129883,9724.790039,9724.790039,369745812
2000-04-11,9605.900391,9843.669922,9463.240234,9510.790039,9510.790039,150049628
2000-04-12,9510.790039,10414.299805,9510.790039,9510.790039,9510.790039,357831874
2000-04-13,9510.790039,9510.790039,9510.790039,9510.790039,9510.790039,0
2000-04-14,9748.55957,10937.400391,9510.790039,10937.400391,10937.400391,823825283
2000-04-17,10200.299805,11888.5,10129.0,11294.099609,11294.099609,722532997
2000-04-18,12982.200195,12982.200195,11294.099609,11317.799805,11317.799805,644145109
2000-04-19,11127.599609,12197.599609,10604.5,11080.099609,11080.099609,851319940
2000-04-20,11080.099609,11389.200195,10485.599609,10485.599609,10485.599609,280575858
2000-04-21,10557.0,10937.400391,10129.0,10176.5,10176.5,310035651
2000-04-24,9867.450195,10224.099609,9796.120117,9986.330078,9986.330078,208444757
2000-04-25,9986.330078,10200.299805,9748.55957,9748.55957,9748.55957,144465446
2000-04-26,9819.889648,10295.400391,9558.349609,9558.349609,9558.349609,217791190
2000-04-27,9273.019531,9938.780273,9273.019531,9938.780273,9938.780273,181838564
2000-04-28,9938.780273,10438.099609,9701.009766,9701.009766,9701.009766,215145880
2000-05-01,9701.009766,9701.009766,9701.009766,9701.009766,9701.009766,0
2000-05-02,9986.330078,9986.330078,9320.580078,9582.120117,9582.120117,283612619
2000-05-03,9368.129883,9701.009766,9368.129883,9463.240234,9463.240234,238549501
2000-05-04,9510.790039,9558.349609,9296.799805,9320.580078,9320.580078,182995565
2000-05-05,9320.580078,9320.580078,9320.580078,9320.580078,9320.580078,0
2000-05-08,9320.580078,9344.349609,9130.360352,9154.139648,9154.139648,184468839
