Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,390100.0,405000.0,347000.0,380000.0,217223.96875,359000
2000-01-05,323000.0,365000.0,323000.0,323000.0,184640.328125,572000
2000-01-06,350000.0,352000.0,322500.0,328700.0,187898.71875,418000
2000-01-07,308000.0,350000.0,307000.0,336000.0,192071.6875,342000
2000-01-10,360000.0,383000.0,355000.0,370000.0,211507.546875,270000
2000-01-11,365000.0,378000.0,347000.0,351000.0,200646.265625,258000
2000-01-12,330000.0,345000.0,318000.0,330000.0,188641.84375,205000
2000-01-13,339500.0,345000.0,320100.0,332800.0,190242.4375,285000
2000-01-14,341200.0,355000.0,332800.0,340000.0,194358.265625,221000
2000-01-17,346000.0,390000.0,346000.0,381400.0,218024.265625,224000
2000-01-18,398000.0,398000.0,375500.0,385000.0,220082.140625,224000
2000-01-19,379000.0,389000.0,362000.0,385000.0,220082.140625,278000
2000-01-20,373500.0,383000.0,349800.0,368000.0,210364.28125,314000
2000-01-21,365000.0,365000.0,345300.0,350500.0,200360.46875,280000
2000-01-24,345000.0,400000.0,340500.0,381000.0,217795.515625,320000
2000-01-25,364500.0,377900.0,357100.0,360100.0,205848.21875,194000
2000-01-26,357000.0,369000.0,349200.0,350100.0,200131.859375,235000
2000-01-27,350000.0,357000.0,348000.0,357000.0,204076.1875,171000
2000-01-28,367000.0,380000.0,363400.0,377000.0,215509.03125,218000
2000-01-31,370000.0,383000.0,367700.0,378000.0,216080.6875,185000
2000-02-01,378000.0,384100.0,360000.0,366500.0,209506.796875,188000
2000-02-02,375000.0,375000.0,364000.0,366500.0,209506.796875,142000
2000-02-03,366500.0,382000.0,366500.0,380000.0,217223.96875,123000
2000-02-04,380000.0,380000.0,380000.0,380000.0,217223.96875,0
2000-02-07,381000.0,401000.0,381000.0,394900.0,225741.4375,273000
2000-02-08,394900.0,399000.0,385000.0,385000.0,220082.140625,146000
2000-02-09,380000.0,425000.0,380000.0,418000.0,238946.390625,361000
2000-02-10,430000.0,480700.0,423000.0,450000.0,257238.90625,518000
2000-02-11,500000.0,507000.0,407000.0,467500.0,267242.625,394000
2000-02-14,450000.0,477800.0,450000.0,460000.0,262955.34375,220000
2000-02-15,459900.0,459900.0,420000.0,420000.0,240089.65625,255000
2000-02-16,410000.0,420000.0,400000.0,420000.0,240089.65625,267000
2000-02-17,410000.0,432000.0,410000.0,421100.0,240718.46875,171000
2000-02-18,421100.0,445000.0,380000.0,380000.0,217223.96875,182000
2000-02-21,400100.0,422000.0,396000.0,409100.0,233858.765625,236000
2000-02-22,421400.0,440000.0,414000.0,431300.0,246549.171875,145000
2000-02-23,432000.0,449000.0,401000.0,438000.0,250379.1875,304000
2000-02-24,440000.0,457000.0,430200.0,434100.0,248149.734375,167000
2000-02-25,434100.0,452000.0,429100.0,445200.0,254494.984375,220000
2000-02-28,452900.0,452900.0,420000.0,420000.0,240089.65625,251000
2000-02-29,437000.0,439000.0,411000.0,420000.0,240089.65625,280000
2000-03-01,420000.0,420000.0,420000.0,420000.0,240089.65625,0
2000-03-02,483000.0,483000.0,430000.0,475000.0,271529.96875,336000
2000-03-03,470000.0,487000.0,450100.0,470000.0,268671.75,206000
2000-03-06,474600.0,485000.0,470000.0,481000.0,274959.78125,167000
2000-03-07,488000.0,488000.0,466000.0,473000.0,270386.6875,165000
2000-03-08,468900.0,473000.0,462000.0,473000.0,270386.6875,106000
2000-03-09,475500.0,476300.0,440000.0,440000.0,251522.515625,377000
2000-03-10,455000.0,458800.0,445000.0,455000.0,260097.0,210000
2000-03-13,431100.0,441000.0,420000.0,430000.0,245806.0625,179000
2000-03-14,401000.0,427000.0,401000.0,412200.0,235630.78125,130000
2000-03-15,403000.0,409900.0,381100.0,400000.0,228656.8125,255000
2000-03-16,403600.0,416000.0,390000.0,410000.0,234373.171875,218000
2000-03-17,420000.0,440000.0,413000.0,414000.0,236659.78125,247000
2000-03-20,404000.0,410000.0,379900.0,385000.0,220082.140625,175000
2000-03-21,390000.0,405000.0,363000.0,399800.0,228542.46875,205000
2000-03-22,392000.0,408000.0,392000.0,395500.0,226084.40625,170000
2000-03-23,390000.0,400000.0,381100.0,385500.0,220367.984375,116000
2000-03-24,391000.0,393000.0,380000.0,381600.0,218138.609375,114000
2000-03-27,380000.0,381000.0,370000.0,373300.0,213393.921875,148000
2000-03-28,368000.0,380000.0,362000.0,362100.0,206991.546875,174000
2000-03-29,355000.0,393500.0,350100.0,392000.0,224083.65625,294000
2000-03-30,389000.0,389000.0,375000.0,381100.0,217852.75,179000
2000-03-31,367000.0,380000.0,360000.0,360000.0,205791.109375,186000
2000-04-03,365100.0,366000.0,318000.0,335000.0,191500.078125,208000
2000-04-04,310000.0,334500.0,297000.0,315100.0,180124.40625,399000
2000-04-05,315100.0,315100.0,315100.0,315100.0,180124.40625,0
2000-04-06,314900.0,327000.0,303000.0,305000.0,174350.828125,237000
2000-04-07,310000.0,335000.0,310000.0,334800.0,191385.703125,196000
2000-04-10,360000.0,380000.0,351000.0,379000.0,216652.3125,289000
2000-04-11,369000.0,379000.0,355000.0,379000.0,216652.3125,189000
2000-04-12,357000.0,360000.0,345000.0,350000.0,200074.671875,262000
2000-04-13,350000.0,350000.0,350000.0,350000.0,200074.671875,0
2000-04-14,321000.0,330000.0,308000.0,310000.0,177208.96875,322000
2000-04-17,263600.0,288000.0,263500.0,263500.0,150627.671875,566000
2000-04-18,299900.0,300000.0,265000.0,280000.0,160059.734375,606000
2000-04-19,305000.0,310000.0,288000.0,294000.0,168062.71875,659000
2000-04-20,294000.0,294000.0,294000.0,294000.0,168062.71875,0
2000-04-21,294000.0,294000.0,294000.0,294000.0,168062.71875,0
2000-04-24,305000.0,326000.0,301000.0,302000.0,172635.859375,389000
2000-04-25,290000.0,298000.0,283000.0,290000.0,165776.171875,196200
2000-04-26,304500.0,306000.0,285000.0,286000.0,163489.609375,279900
2000-04-27,262000.0,280000.0,261000.0,271000.0,154914.984375,355000
2000-04-28,278000.0,297000.0,278000.0,295000.0,168634.390625,360400
2000-05-01,295000.0,295000.0,295000.0,295000.0,168634.390625,0
2000-05-02,310000.0,339000.0,301000.0,339000.0,193786.671875,677600
2000-05-03,339000.0,350000.0,333000.0,340000.0,194358.265625,602300
2000-05-04,335000.0,344000.0,326000.0,337000.0,192643.328125,267900
2000-05-05,337000.0,337000.0,337000.0,337000.0,192643.328125,0
2000-05-08,349000.0,360000.0,343500.0,350000.0,200074.671875,341900
2000-05-09,350000.0,350000.0,350000.0,350000.0,200074.671875,0
2000-05-10,344000.0,344000.0,334000.0,334000.0,190928.390625,207200
2000-05-11,334000.0,334000.0,334000.0,334000.0,190928.390625,0
2000-05-12,336000.0,339000.0,323000.0,328000.0,187498.578125,222100
2000-05-15,319000.0,326000.0,311000.0,316000.0,180638.859375,171500
2000-05-16,315000.0,332000.0,315000.0,332000.0,189785.078125,237900
2000-05-17,342000.0,344000.0,325000.0,325000.0,185783.640625,252200
2000-05-18,315000.0,340000.0,313000.0,340000.0,194358.265625,330900
2000-05-19,350000.0,388500.0,337000.0,381000.0,217795.515625,696100
2000-05-22,362000.0,369500.0,338000.0,350000.0,200074.671875,452000
2000-05-23,339000.0,359000.0,337000.0,338000.0,193214.96875,402600
2000-05-24,331000.0,342000.0,309500.0,328000.0,187498.578125,293000
2000-05-25,365000.0,371000.0,339000.0,355000.0,202932.96875,466100
2000-05-26,353000.0,355000.0,341000.0,345000.0,197216.5,285000
2000-05-29,332000.0,347000.0,332000.0,337000.0,192643.328125,163900
2000-05-30,337000.0,337000.0,337000.0,337000.0,192643.328125,0
2000-05-31,361000.0,385000.0,354000.0,385000.0,220082.140625,532800
2000-06-01,379000.0,409000.0,376000.0,406000.0,232086.640625,550000
2000-06-02,416000.0,426000.0,394000.0,398000.0,227513.515625,510000
2000-06-05,418000.0,418000.0,389000.0,394000.0,225226.953125,298400
2000-06-06,394000.0,394000.0,394000.0,394000.0,225226.953125,0
2000-06-07,390000.0,400000.0,383000.0,400000.0,228656.8125,344400
2000-06-08,400000.0,400000.0,375000.0,377000.0,215509.03125,395800
2000-06-09,371000.0,399500.0,371000.0,399000.0,228085.140625,440700
2000-06-12,395000.0,400000.0,392000.0,395000.0,225798.5625,218700
2000-06-13,393000.0,393000.0,380000.0,384000.0,219510.484375,187600
2000-06-14,384500.0,387000.0,366500.0,376000.0,214937.40625,295200
2000-06-15,379500.0,379500.0,356500.0,357500.0,204361.96875,352600
2000-06-16,348000.0,357500.0,347000.0,352000.0,201218.0,271700
2000-06-19,344000.0,366500.0,343000.0,355000.0,202932.96875,189600
2000-06-20,356000.0,364000.0,353500.0,359500.0,205505.234375,162200
2000-06-21,363000.0,364500.0,356000.0,358500.0,204933.625,144000
2000-06-22,363000.0,370000.0,350500.0,360000.0,205791.109375,180000
2000-06-23,350000.0,354000.0,348000.0,352000.0,201218.0,155700
2000-06-26,348000.0,356000.0,344000.0,356000.0,203504.546875,118200
2000-06-27,356000.0,359500.0,352500.0,355000.0,202932.96875,123100
2000-06-28,351000.0,359000.0,345500.0,355000.0,202932.96875,301000
2000-06-29,362000.0,376000.0,356500.0,368500.0,210650.09375,336600
2000-06-30,361500.0,370000.0,360000.0,365000.0,208649.328125,201900
2000-07-03,363000.0,375000.0,360000.0,368000.0,210364.28125,228100
2000-07-04,370000.0,372000.0,353000.0,358000.0,204647.8125,157200
2000-07-05,356000.0,365000.0,354500.0,364500.0,208363.484375,113500
2000-07-06,360000.0,373000.0,355500.0,371000.0,212079.140625,180700
2000-07-07,372000.0,378500.0,369000.0,371000.0,212079.140625,164000
2000-07-10,373000.0,388500.0,373000.0,376500.0,215223.234375,247900
2000-07-11,382000.0,382000.0,367000.0,367000.0,209792.640625,156400
2000-07-12,363000.0,370000.0,363000.0,364500.0,208363.484375,117200
2000-07-13,369500.0,381000.0,366500.0,379000.0,216652.3125,268600
2000-07-14,384000.0,387000.0,377000.0,378000.0,216080.6875,219900
2000-07-17,378000.0,378000.0,378000.0,378000.0,216080.6875,0
2000-07-18,378000.0,385000.0,372000.0,379000.0,216652.3125,141500
2000-07-19,378000.0,385000.0,372000.0,379000.0,216652.3125,141500
2000-07-20,370000.0,376000.0,365000.0,370000.0,211507.546875,141700
2000-07-21,375000.0,375000.0,367000.0,369500.0,211221.703125,101900
2000-07-24,360000.0,362000.0,339000.0,344500.0,196930.640625,129700
2000-07-25,339000.0,350000.0,334500.0,346000.0,197788.15625,139100
2000-07-26,346000.0,346000.0,320000.0,339000.0,193786.671875,207300
2000-07-27,331000.0,334500.0,318000.0,320000.0,182925.453125,205100
2000-07-28,292000.0,300000.0,279000.0,279000.0,159488.125,385300
2000-07-31,275000.0,279000.0,260000.0,278000.0,158916.46875,356200
2000-08-01,275000.0,292000.0,269000.0,290000.0,165776.171875,393700
2000-08-02,287000.0,296500.0,282000.0,294500.0,168348.5625,194300
2000-08-03,294000.0,297500.0,290000.0,292000.0,166919.453125,160700
2000-08-04,287500.0,290000.0,274000.0,280000.0,160059.734375,216900
2000-08-07,263000.0,269000.0,250500.0,250500.0,143196.296875,294300
2000-08-08,247500.0,254000.0,236000.0,239000.0,136622.421875,394900
2000-08-09,251000.0,274500.0,246000.0,274500.0,156915.734375,539100
2000-08-10,275000.0,286500.0,261000.0,286500.0,163775.40625,559100
2000-08-11,276000.0,295000.0,275000.0,289500.0,165490.328125,384700
2000-08-14,298000.0,299000.0,285000.0,288000.0,164632.890625,177800
2000-08-15,288000.0,288000.0,288000.0,288000.0,164632.890625,0
2000-08-16,285000.0,295000.0,285000.0,293000.0,167491.078125,175700
2000-08-17,290000.0,292000.0,283000.0,285000.0,162917.96875,139400
2000-08-18,279000.0,285000.0,263000.0,267000.0,152628.390625,279700
2000-08-21,260000.0,265500.0,250500.0,253000.0,144625.421875,266600
2000-08-22,255000.0,271000.0,255000.0,262500.0,150056.015625,204600
2000-08-23,257000.0,262000.0,253000.0,255000.0,145768.71875,145100
2000-08-24,250000.0,259500.0,239000.0,250000.0,142910.484375,428500
2000-08-25,252000.0,255500.0,245000.0,255000.0,145768.71875,222800
2000-08-28,257000.0,264000.0,253000.0,262500.0,150056.015625,169200
2000-08-29,263000.0,266500.0,254000.0,262000.0,149770.203125,174300
2000-08-30,262000.0,262000.0,255500.0,256000.0,146340.34375,118000
2000-08-31,254000.0,254000.0,241500.0,244000.0,139480.65625,239100
2000-09-01,247000.0,249500.0,239500.0,241000.0,137765.6875,211900
2000-09-04,236000.0,243500.0,236000.0,238500.0,136336.625,148000
2000-09-05,235500.0,243000.0,229000.0,233000.0,133192.578125,329700
2000-09-06,231000.0,244000.0,229500.0,236000.0,134907.5,195600
2000-09-07,227000.0,233000.0,221500.0,231000.0,132049.296875,234100
2000-09-08,230000.0,235000.0,221000.0,224000.0,128047.765625,291800
2000-09-11,224000.0,224000.0,224000.0,224000.0,128047.765625,0
2000-09-12,224000.0,224000.0,224000.0,224000.0,128047.765625,0
2000-09-13,224000.0,224000.0,224000.0,224000.0,128047.765625,0
2000-09-14,215000.0,227000.0,212500.0,227000.0,129762.71093800002,434500
2000-09-15,227000.0,232000.0,215000.0,225000.0,128619.453125,266400
2000-09-18,212000.0,222000.0,198000.0,216000.0,123474.64843800002,252900
2000-09-19,216000.0,239000.0,210500.0,229000.0,130906.00781300002,375700
2000-09-20,246000.0,246000.0,234500.0,238000.0,136050.75,196600
2000-09-21,232000.0,243000.0,222500.0,238500.0,136336.625,204900
2000-09-22,228000.0,232000.0,218000.0,219000.0,125189.59375,178500
2000-09-25,220000.0,231500.0,220000.0,229000.0,130906.00781300002,114500
2000-09-26,223000.0,231000.0,220500.0,228000.0,130334.34375,155200
2000-09-27,228000.0,241500.0,224500.0,237000.0,135479.140625,238100
2000-09-28,250000.0,263000.0,246000.0,253500.0,144911.171875,531200
2000-09-29,250000.0,263000.0,246000.0,253500.0,144911.171875,514400
2000-10-02,250000.0,263000.0,246000.0,253500.0,144911.171875,299900
2000-10-03,257000.0,257000.0,257000.0,257000.0,146911.96875,0
2000-10-04,249000.0,258500.0,242500.0,258000.0,147483.625,292200
2000-10-05,262000.0,276500.0,258500.0,266000.0,152056.734375,303500
2000-10-06,266000.0,276000.0,265000.0,271000.0,154914.984375,220500
2000-10-09,263000.0,270000.0,256000.0,256000.0,146340.34375,268200
2000-10-10,251500.0,258500.0,250000.0,256000.0,146340.34375,182600
2000-10-11,245000.0,246500.0,232000.0,239000.0,136622.421875,254700
2000-10-12,232000.0,244000.0,230000.0,230000.0,131477.671875,352600
2000-10-13,220000.0,234000.0,220000.0,231000.0,132049.296875,272800
2000-10-16,231000.0,231000.0,231000.0,231000.0,132049.296875,0
2000-10-17,247000.0,249000.0,240000.0,240000.0,137194.0625,208900
2000-10-18,238000.0,251000.0,231000.0,242000.0,138337.359375,228300
2000-10-19,242500.0,253500.0,240000.0,249000.0,142338.859375,201200
2000-10-20,275000.0,284000.0,266000.0,278000.0,158916.46875,595200
2000-10-23,280000.0,280000.0,267000.0,270000.0,154343.328125,206100
2000-10-24,270000.0,280500.0,264500.0,276500.0,158059.015625,215000
2000-10-25,274000.0,280000.0,270000.0,276000.0,157773.171875,314500
2000-10-26,270000.0,270000.0,257000.0,258000.0,147483.625,353700
2000-10-27,258000.0,258000.0,258000.0,258000.0,147483.625,0
2000-10-30,237000.0,243000.0,230000.0,230000.0,131477.671875,185900
2000-10-31,225000.0,242500.0,216000.0,242500.0,138623.203125,229400
2000-11-01,249500.0,257500.0,245500.0,256000.0,146340.34375,274100
2000-11-02,251000.0,265000.0,249000.0,260000.0,148626.890625,267300
2000-11-03,262000.0,263000.0,255500.0,260000.0,148626.890625,199200
2000-11-06,256000.0,273500.0,255000.0,255000.0,145768.71875,227300
2000-11-07,260000.0,261500.0,255000.0,257500.0,147197.796875,135200
2000-11-08,270000.0,277000.0,258000.0,274500.0,156915.734375,499500
2000-11-09,268000.0,277000.0,266000.0,274500.0,156915.734375,208100
2000-11-10,269500.0,272000.0,265500.0,272000.0,155486.625,282600
2000-11-13,261000.0,263000.0,256000.0,259000.0,148055.296875,207000
2000-11-14,263500.0,264500.0,260000.0,262500.0,150056.015625,81500
